Type,Technology,Node,Hour,Value
Charge,batt,north,60,0.0
Discharge,batt,north,60,0.0
Storage,batt,north,60,0.0
Charge,batt,south,60,0.0
Discharge,batt,south,60,0.0
Storage,batt,south,60,0.0
Flow,TX,North-South,60,-17210.24
Generation,wind,north,61,0.0
Generation,wind,south,61,0.0
Generation,solar,north,61,0.0
Generation,solar,south,61,45485.6
Generation,gas,north,61,0.0
Generation,gas,south,61,0.0
Generation,batt,north,61,
Generation,batt,south,61,
Charge,batt,north,61,0.0
Discharge,batt,north,61,0.0
Storage,batt,north,61,0.0
Charge,batt,south,61,0.0
Discharge,batt,south,61,0.0
Storage,batt,south,61,0.0
Flow,TX,North-South,61,-18194.24
Generation,wind,north,62,0.0
Generation,wind,south,62,0.0
Generation,solar,north,62,0.0
Generation,solar,south,62,124962.3
Generation,gas,north,62,0.0
Generation,gas,south,62,0.0
Generation,batt,north,62,
Generation,batt,south,62,
Charge,batt,north,62,3900.0398
Discharge,batt,north,62,0.0
Storage,batt,north,62,3510.0358
Charge,batt,south,62,78522.257
Discharge,batt,south,62,0.0
Storage,batt,south,62,70670.032
Flow,TX,North-South,62,-20916.04
Generation,wind,north,63,0.0
Generation,wind,south,63,0.0
Generation,solar,north,63,0.0
Generation,solar,south,63,141821.91
Generation,gas,north,63,0.0
Generation,gas,south,63,0.0
Generation,batt,north,63,
Generation,batt,south,63,
Charge,batt,north,63,5377.3998
Discharge,batt,north,63,0.0
Storage,batt,north,63,8349.6957
Charge,batt,south,63,97597.915
Discharge,batt,south,63,0.0
Storage,batt,south,63,158508.15
Flow,TX,North-South,63,-20916.04
Generation,wind,north,64,0.0
Generation,wind,south,64,0.0
Generation,solar,north,64,0.0
Generation,solar,south,64,142621.71
Generation,gas,north,64,0.0
Generation,gas,south,64,0.0
Generation,batt,north,64,
Generation,batt,south,64,
Charge,batt,north,64,4844.1998
Discharge,batt,north,64,0.0
Storage,batt,north,64,12709.476
Charge,batt,south,64,97597.915
Discharge,batt,south,64,0.0
Storage,batt,south,64,246346.28
Flow,TX,North-South,64,-20916.04
Generation,wind,north,65,0.0
Generation,wind,south,65,0.0
Generation,solar,north,65,0.0
Generation,solar,south,65,134798.98
Generation,gas,north,65,0.0
Generation,gas,south,65,0.0
Generation,batt,north,65,
Generation,batt,south,65,
Charge,batt,north,65,0.0
Discharge,batt,north,65,0.0
Storage,batt,north,65,12709.476
Charge,batt,south,65,94281.179
Discharge,batt,south,65,0.0
Storage,batt,south,65,331199.34
Flow,TX,North-South,65,-16207.12
Generation,wind,north,66,0.0
Generation,wind,south,66,0.0
Generation,solar,north,66,0.0
Generation,solar,south,66,16425.086
Generation,gas,north,66,0.0
Generation,gas,south,66,0.0
Generation,batt,north,66,
Generation,batt,south,66,
Charge,batt,north,66,0.0
Discharge,batt,north,66,0.0
Storage,batt,north,66,12709.476
Charge,batt,south,66,0.0
Discharge,batt,south,66,22481.114
Storage,batt,south,66,308718.22
Flow,TX,North-South,66,-15562.48
Generation,wind,north,67,0.0
Generation,wind,south,67,0.0
Generation,solar,north,67,0.0
Generation,solar,south,67,18690.615
Generation,gas,north,67,0.0
Generation,gas,south,67,0.0
Generation,batt,north,67,
Generation,batt,south,67,
Charge,batt,north,67,0.0
Discharge,batt,north,67,6992.2514
Storage,batt,north,67,5717.2241
Charge,batt,south,67,0.0
Discharge,batt,south,67,9583.3338
Storage,batt,south,67,299134.89
Flow,TX,North-South,67,-7114.2286
Generation,wind,north,68,0.0
Generation,wind,south,68,0.0
Generation,solar,north,68,0.0
Generation,solar,south,68,30018.26
Generation,gas,north,68,0.0
Generation,gas,south,68,0.0
Generation,batt,north,68,
Generation,batt,south,68,
Charge,batt,north,68,0.0
Discharge,batt,north,68,0.0
Storage,batt,north,68,5717.2241
Charge,batt,south,68,0.0
Discharge,batt,south,68,4459.7399
Storage,batt,south,68,294675.15
Flow,TX,North-South,68,-13791.2
Generation,wind,north,69,0.0
Generation,wind,south,69,0.0
Generation,solar,north,69,0.0
Generation,solar,south,69,9062.1163
Generation,gas,north,69,0.0
Generation,gas,south,69,0.0
Generation,batt,north,69,
Generation,batt,south,69,
Charge,batt,north,69,0.0
Discharge,batt,north,69,0.0
Storage,batt,north,69,5717.2241
Charge,batt,south,69,0.0
Discharge,batt,south,69,22438.684
Storage,batt,south,69,272236.47
Flow,TX,North-South,69,-12600.32
Generation,wind,north,70,0.0
Generation,wind,south,70,0.0
Generation,solar,north,70,0.0
Generation,solar,south,70,0.0
Generation,gas,north,70,0.0
Generation,gas,south,70,0.0
Generation,batt,north,70,
Generation,batt,south,70,
Charge,batt,north,70,0.0
Discharge,batt,north,70,5717.2241
Storage,batt,north,70,0.0
Charge,batt,south,70,0.0
Discharge,batt,south,70,27789.576
Storage,batt,south,70,244446.89
Flow,TX,North-South,70,-7685.4959
Generation,wind,north,71,0.0
Generation,wind,south,71,0.0
Generation,solar,north,71,0.0
Generation,solar,south,71,14159.557
Generation,gas,north,71,0.0
Generation,gas,south,71,0.0
Generation,batt,north,71,
Generation,batt,south,71,
Charge,batt,north,71,0.0
Discharge,batt,north,71,0.0
Storage,batt,north,71,0.0
Charge,batt,south,71,0.0
Discharge,batt,south,71,15816.043
Storage,batt,south,71,228630.85
Flow,TX,North-South,71,-11990.24
Generation,wind,north,72,0.0
Generation,wind,south,72,0.0
Generation,solar,north,72,0.0
Generation,solar,south,72,7929.3517
Generation,gas,north,72,0.0
Generation,gas,south,72,0.0
Generation,batt,north,72,
Generation,batt,south,72,
Charge,batt,north,72,0.0
Discharge,batt,north,72,0.0
Storage,batt,north,72,0.0
Charge,batt,south,72,0.0
Discharge,batt,south,72,22462.848
Storage,batt,south,72,206168.0
Flow,TX,North-South,72,-12156.88
Generation,wind,north,73,0.0
Generation,wind,south,73,0.0
Generation,solar,north,73,0.0
Generation,solar,south,73,0.0
Generation,gas,north,73,0.0
Generation,gas,south,73,0.0
Generation,batt,north,73,
Generation,batt,south,73,
Charge,batt,north,73,0.0
Discharge,batt,north,73,0.0
Storage,batt,north,73,0.0
Charge,batt,south,73,0.0
Discharge,batt,south,73,32193.6
Storage,batt,south,73,173974.4
Flow,TX,North-South,73,-12877.44
Generation,wind,north,74,0.0
Generation,wind,south,74,0.0
Generation,solar,north,74,0.0
Generation,solar,south,74,0.0
Generation,gas,north,74,0.0
Generation,gas,south,74,0.0
Generation,batt,north,74,
Generation,batt,south,74,
Charge,batt,north,74,0.0
Discharge,batt,north,74,0.0
Storage,batt,north,74,0.0
Charge,batt,south,74,0.0
Discharge,batt,south,74,31696.2
Storage,batt,south,74,142278.2
Flow,TX,North-South,74,-12678.48
Generation,wind,north,75,0.0
Generation,wind,south,75,0.0
Generation,solar,north,75,0.0
Generation,solar,south,75,0.0
Generation,gas,north,75,0.0
Generation,gas,south,75,0.0
Generation,batt,north,75,
Generation,batt,south,75,
Charge,batt,north,75,0.0
Discharge,batt,north,75,0.0
Storage,batt,north,75,0.0
Charge,batt,south,75,0.0
Discharge,batt,south,75,32402.8
Storage,batt,south,75,109875.4
Flow,TX,North-South,75,-12961.12
Generation,wind,north,76,0.0
Generation,wind,south,76,0.0
Generation,solar,north,76,0.0
Generation,solar,south,76,0.0
Generation,gas,north,76,0.0
Generation,gas,south,76,0.0
Generation,batt,north,76,
Generation,batt,south,76,
Charge,batt,north,76,0.0
Discharge,batt,north,76,0.0
Storage,batt,north,76,0.0
Charge,batt,south,76,0.0
Discharge,batt,south,76,34133.8
Storage,batt,south,76,75741.6
Flow,TX,North-South,76,-13653.52
Generation,wind,north,77,0.0
Generation,wind,south,77,0.0
Generation,solar,north,77,0.0
Generation,solar,south,77,0.0
Generation,gas,north,77,0.0
Generation,gas,south,77,0.0
Generation,batt,north,77,
Generation,batt,south,77,
Charge,batt,north,77,0.0
Discharge,batt,north,77,0.0
Storage,batt,north,77,0.0
Charge,batt,south,77,0.0
Discharge,batt,south,77,37135.2
Storage,batt,south,77,38606.4
Flow,TX,North-South,77,-14854.08
Generation,wind,north,78,0.0
Generation,wind,south,78,0.0
Generation,solar,north,78,0.0
Generation,solar,south,78,0.0
Generation,gas,north,78,0.0
Generation,gas,south,78,0.0
Generation,batt,north,78,
Generation,batt,south,78,
Charge,batt,north,78,0.0
Discharge,batt,north,78,0.0
Storage,batt,north,78,0.0
Charge,batt,south,78,0.0
Discharge,batt,south,78,38606.4
Storage,batt,south,78,0.0
Flow,TX,North-South,78,-15442.56
Generation,wind,north,79,0.0
Generation,wind,south,79,0.0
Generation,solar,north,79,0.0
Generation,solar,south,79,39595.2
Generation,gas,north,79,0.0
Generation,gas,south,79,0.0
Generation,batt,north,79,
Generation,batt,south,79,
Charge,batt,north,79,0.0
Discharge,batt,north,79,0.0
Storage,batt,north,79,0.0
Charge,batt,south,79,0.0
Discharge,batt,south,79,0.0
Storage,batt,south,79,0.0
Flow,TX,North-South,79,-15838.08
Generation,wind,north,80,0.0
Generation,wind,south,80,0.0
Generation,solar,north,80,0.0
Generation,solar,south,80,42801.2
Generation,gas,north,80,0.0
Generation,gas,south,80,0.0
Generation,batt,north,80,
Generation,batt,south,80,
Charge,batt,north,80,0.0
Discharge,batt,north,80,0.0
Storage,batt,north,80,0.0
Charge,batt,south,80,0.0
Discharge,batt,south,80,0.0
Storage,batt,south,80,0.0
Flow,TX,North-South,80,-17120.48
Generation,wind,north,81,0.0
Generation,wind,south,81,0.0
Generation,solar,north,81,0.0
Generation,solar,south,81,41551.0
Generation,gas,north,81,0.0
Generation,gas,south,81,0.0
Generation,batt,north,81,
Generation,batt,south,81,
Charge,batt,north,81,0.0
Discharge,batt,north,81,0.0
Storage,batt,north,81,0.0
Charge,batt,south,81,0.0
Discharge,batt,south,81,0.0
Storage,batt,south,81,0.0
Flow,TX,North-South,81,-16620.4
Generation,wind,north,82,0.0
Generation,wind,south,82,0.0
Generation,solar,north,82,0.0
Generation,solar,south,82,38108.6
Generation,gas,north,82,0.0
Generation,gas,south,82,0.0
Generation,batt,north,82,
Generation,batt,south,82,
Charge,batt,north,82,0.0
Discharge,batt,north,82,0.0
Storage,batt,north,82,0.0
Charge,batt,south,82,0.0
Discharge,batt,south,82,0.0
Storage,batt,south,82,0.0
Flow,TX,North-South,82,-15243.44
Generation,wind,north,83,0.0
Generation,wind,south,83,0.0
Generation,solar,north,83,0.0
Generation,solar,south,83,43703.8
Generation,gas,north,83,0.0
Generation,gas,south,83,0.0
Generation,batt,north,83,
Generation,batt,south,83,
Charge,batt,north,83,0.0
Discharge,batt,north,83,0.0
Storage,batt,north,83,0.0
Charge,batt,south,83,0.0
Discharge,batt,south,83,0.0
Storage,batt,south,83,0.0
Flow,TX,North-South,83,-17481.52
Generation,wind,north,84,0.0
Generation,wind,south,84,0.0
Generation,solar,north,84,0.0
Generation,solar,south,84,40818.6
Generation,gas,north,84,0.0
Generation,gas,south,84,0.0
Generation,batt,north,84,
Generation,batt,south,84,
Charge,batt,north,84,0.0
Discharge,batt,north,84,0.0
Storage,batt,north,84,0.0
Charge,batt,south,84,0.0
Discharge,batt,south,84,0.0
Storage,batt,south,84,0.0
Flow,TX,North-South,84,-16327.44
Generation,wind,north,85,0.0
Generation,wind,south,85,0.0
Generation,solar,north,85,0.0
Generation,solar,south,85,41912.6
Generation,gas,north,85,0.0
Generation,gas,south,85,0.0
Generation,batt,north,85,
Generation,batt,south,85,
Charge,batt,north,85,0.0
Discharge,batt,north,85,0.0
Storage,batt,north,85,0.0
Charge,batt,south,85,0.0
Discharge,batt,south,85,0.0
Storage,batt,south,85,0.0
Flow,TX,North-South,85,-16765.04
Generation,wind,north,86,0.0
Generation,wind,south,86,0.0
Generation,solar,north,86,0.0
Generation,solar,south,86,123486.27
Generation,gas,north,86,0.0
Generation,gas,south,86,0.0
Generation,batt,north,86,
Generation,batt,south,86,
Charge,batt,north,86,5451.1598
Discharge,batt,north,86,0.0
Storage,batt,north,86,4906.0438
Charge,batt,south,86,79372.908
Discharge,batt,south,86,0.0
Storage,batt,south,86,71435.617
Flow,TX,North-South,86,-20916.04
Generation,wind,north,87,0.0
Generation,wind,south,87,0.0
Generation,solar,north,87,0.0
Generation,solar,south,87,140883.99
Generation,gas,north,87,0.0
Generation,gas,south,87,0.0
Generation,batt,north,87,
Generation,batt,south,87,
Charge,batt,north,87,6002.6798
Discharge,batt,north,87,0.0
Storage,batt,north,87,10308.456
Charge,batt,south,87,97597.915
Discharge,batt,south,87,0.0
Storage,batt,south,87,159273.74
Flow,TX,North-South,87,-20916.04
Generation,wind,north,88,0.0
Generation,wind,south,88,0.0
Generation,solar,north,88,0.0
Generation,solar,south,88,140182.83
Generation,gas,north,88,0.0
Generation,gas,south,88,0.0
Generation,batt,north,88,
Generation,batt,south,88,
Charge,batt,north,88,6470.1198
Discharge,batt,north,88,0.0
Storage,batt,north,88,16131.564
Charge,batt,south,88,97597.915
Discharge,batt,south,88,0.0
Storage,batt,south,88,247111.86
Flow,TX,North-South,88,-20916.04
Generation,wind,north,89,0.0
Generation,wind,south,89,0.0
Generation,solar,north,89,0.0
Generation,solar,south,89,117807.51
Generation,gas,north,89,0.0
Generation,gas,south,89,0.0
Generation,batt,north,89,
Generation,batt,south,89,
Charge,batt,north,89,0.0
Discharge,batt,north,89,0.0
Storage,batt,north,89,16131.564
Charge,batt,south,89,79794.111
Discharge,batt,south,89,0.0
Storage,batt,south,89,318926.56
Flow,TX,North-South,89,-15205.36
Generation,wind,north,90,0.0
Generation,wind,south,90,0.0
Generation,solar,north,90,0.0
Generation,solar,south,90,0.0
Generation,gas,north,90,0.0
Generation,gas,south,90,0.0
Generation,batt,north,90,
Generation,batt,south,90,
Charge,batt,north,90,0.0
Discharge,batt,north,90,0.0
Storage,batt,north,90,16131.564
Charge,batt,south,90,0.0
Discharge,batt,south,90,35602.6
Storage,batt,south,90,283323.96
Flow,TX,North-South,90,-14241.04
Generation,wind,north,91,0.0
Generation,wind,south,91,0.0
Generation,solar,north,91,0.0
Generation,solar,south,91,38513.994
Generation,gas,north,91,0.0
Generation,gas,south,91,0.0
Generation,batt,north,91,
Generation,batt,south,91,
Charge,batt,north,91,0.0
Discharge,batt,north,91,0.0
Storage,batt,north,91,16131.564
Charge,batt,south,91,6152.3941
Discharge,batt,south,91,0.0
Storage,batt,south,91,288861.12
Flow,TX,North-South,91,-12944.64
Generation,wind,north,92,0.0
Generation,wind,south,92,0.0
Generation,solar,north,92,0.0
Generation,solar,south,92,0.0
Generation,gas,north,92,0.0
Generation,gas,south,92,0.0
Generation,batt,north,92,
Generation,batt,south,92,
Charge,batt,north,92,0.0
Discharge,batt,north,92,6992.2514
Storage,batt,north,92,9139.3121
Charge,batt,south,92,0.0
Discharge,batt,south,92,21581.549
Storage,batt,south,92,267279.57
Flow,TX,North-South,92,-4437.2686
Generation,wind,north,93,0.0
Generation,wind,south,93,0.0
Generation,solar,north,93,0.0
Generation,solar,south,93,21522.526
Generation,gas,north,93,0.0
Generation,gas,south,93,0.0
Generation,batt,north,93,
Generation,batt,south,93,
Charge,batt,north,93,0.0
Discharge,batt,north,93,6992.2514
Storage,batt,north,93,2147.0607
Charge,batt,south,93,0.0
Discharge,batt,south,93,2117.0225
Storage,batt,south,93,265162.55
Flow,TX,North-South,93,-5260.4686
Generation,wind,north,94,0.0
Generation,wind,south,94,0.0
Generation,solar,north,94,0.0
Generation,solar,south,94,0.0
Generation,gas,north,94,0.0
Generation,gas,south,94,0.0
Generation,batt,north,94,
Generation,batt,south,94,
Charge,batt,north,94,0.0
Discharge,batt,north,94,0.0
Storage,batt,north,94,2147.0607
Charge,batt,south,94,0.0
Discharge,batt,south,94,28061.0
Storage,batt,south,94,237101.55
Flow,TX,North-South,94,-11224.4
Generation,wind,north,95,0.0
Generation,wind,south,95,0.0
Generation,solar,north,95,0.0
Generation,solar,south,95,2831.9113
Generation,gas,north,95,0.0
Generation,gas,south,95,0.0
Generation,batt,north,95,
Generation,batt,south,95,
Charge,batt,north,95,0.0
Discharge,batt,north,95,2147.0607
Storage,batt,north,95,0.0
Charge,batt,south,95,0.0
Discharge,batt,south,95,23010.628
Storage,batt,south,95,214090.92
Flow,TX,North-South,95,-9048.7793
Generation,wind,north,96,0.0
Generation,wind,south,96,0.0
Generation,solar,north,96,0.0
Generation,solar,south,96,0.0
Generation,gas,north,96,0.0
Generation,gas,south,96,0.0
Generation,batt,north,96,
Generation,batt,south,96,
Charge,batt,north,96,0.0
Discharge,batt,north,96,0.0
Storage,batt,north,96,0.0
Charge,batt,south,96,0.0
Discharge,batt,south,96,28835.8
Storage,batt,south,96,185255.12
Flow,TX,North-South,96,-11534.32
Generation,wind,north,97,0.0
Generation,wind,south,97,0.0
Generation,solar,north,97,0.0
Generation,solar,south,97,0.0
Generation,gas,north,97,0.0
Generation,gas,south,97,0.0
Generation,batt,north,97,
Generation,batt,south,97,
Charge,batt,north,97,0.0
Discharge,batt,north,97,0.0
Storage,batt,north,97,0.0
Charge,batt,south,97,0.0
Discharge,batt,south,97,30673.4
Storage,batt,south,97,154581.72
Flow,TX,North-South,97,-12269.36
Generation,wind,north,98,0.0
Generation,wind,south,98,0.0
Generation,solar,north,98,0.0
Generation,solar,south,98,0.0
Generation,gas,north,98,0.0
Generation,gas,south,98,0.0
Generation,batt,north,98,
Generation,batt,south,98,
Charge,batt,north,98,0.0
Discharge,batt,north,98,0.0
Storage,batt,north,98,0.0
Charge,batt,south,98,0.0
Discharge,batt,south,98,28383.8
Storage,batt,south,98,126197.92
Flow,TX,North-South,98,-11353.52
Generation,wind,north,99,0.0
Generation,wind,south,99,0.0
Generation,solar,north,99,0.0
Generation,solar,south,99,0.0
Generation,gas,north,99,0.0
Generation,gas,south,99,0.0
Generation,batt,north,99,
Generation,batt,south,99,
Charge,batt,north,99,0.0
Discharge,batt,north,99,0.0
Storage,batt,north,99,0.0
Charge,batt,south,99,0.0
Discharge,batt,south,99,32662.6
Storage,batt,south,99,93535.319
Flow,TX,North-South,99,-13065.04
Generation,wind,north,100,0.0
Generation,wind,south,100,0.0
Generation,solar,north,100,0.0
Generation,solar,south,100,8495.734
Generation,gas,north,100,0.0
Generation,gas,south,100,0.0
Generation,batt,north,100,
Generation,batt,south,100,
Charge,batt,north,100,0.0
Discharge,batt,north,100,0.0
Storage,batt,north,100,0.0
Charge,batt,south,100,0.0
Discharge,batt,south,100,26099.866
Storage,batt,south,100,67435.453
Flow,TX,North-South,100,-13838.24
Generation,wind,north,101,0.0
Generation,wind,south,101,0.0
Generation,solar,north,101,0.0
Generation,solar,south,101,0.0
Generation,gas,north,101,0.0
Generation,gas,south,101,0.0
Generation,batt,north,101,
Generation,batt,south,101,
Charge,batt,north,101,0.0
Discharge,batt,north,101,0.0
Storage,batt,north,101,0.0
Charge,batt,south,101,0.0
Discharge,batt,south,101,32931.4
Storage,batt,south,101,34504.053
Flow,TX,North-South,101,-13172.56
Generation,wind,north,102,0.0
Generation,wind,south,102,0.0
Generation,solar,north,102,0.0
Generation,solar,south,102,1699.1468
Generation,gas,north,102,0.0
Generation,gas,south,102,0.0
Generation,batt,north,102,
Generation,batt,south,102,
Charge,batt,north,102,0.0
Discharge,batt,north,102,0.0
Storage,batt,north,102,0.0
Charge,batt,south,102,0.0
Discharge,batt,south,102,34504.053
Storage,batt,south,102,0.0
Flow,TX,North-South,102,-14481.28
Generation,wind,north,103,0.0
Generation,wind,south,103,0.0
Generation,solar,north,103,0.0
Generation,solar,south,103,36432.4
Generation,gas,north,103,0.0
Generation,gas,south,103,0.0
